"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval"
"fgnzGb","5u4Gta","Dementia","Snoring","MR Egger",33,0.231554643885754,0.40646006032171,0.572996163818184
"fgnzGb","5u4Gta","Dementia","Snoring","Weighted median",33,0.0512373722701436,0.0432397995924776,0.236033817198503
"fgnzGb","5u4Gta","Dementia","Snoring","Inverse variance weighted",33,-0.000219682046612699,0.0465072204951441,0.996231117241843
"fgnzGb","5u4Gta","Dementia","Snoring","Simple mode",33,0.117457348933866,0.105163367187007,0.272351795357542
"fgnzGb","5u4Gta","Dementia","Snoring","Weighted mode",33,0.144355587762336,0.0965425539042774,0.144645841616551
"id.exposure","id.outcome","outcome","exposure","method","Q","Q_df","Q_pval","I2"
"fgnzGb","5u4Gta","Dementia","Snoring","MR Egger",109.821259321235,31,9.60177801916191e-11,71.7723142207622
"fgnzGb","5u4Gta","Dementia","Snoring","Inverse variance weighted",110.988784474414,32,1.20079049272572e-10,71.1682579897278
"id.exposure","id.outcome","outcome","exposure","egger_intercept","se","pval"
"fgnzGb","5u4Gta","Dementia","Snoring",-0.00233101199031977,0.00406044607678818,0.570057515117576
*
"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval"
"1KwFQU","U2EQkQ","Snoring","Dementia","MR Egger",48,0.0841839148140124,0.065714339898847,0.206594044362402
"1KwFQU","U2EQkQ","Snoring","Dementia","Weighted median",48,0.0217860607557197,0.0290717051925151,0.453621853088807
"1KwFQU","U2EQkQ","Snoring","Dementia","Inverse variance weighted",48,0.00200711289469429,0.0223049384610619,0.928299027592077
"1KwFQU","U2EQkQ","Snoring","Dementia","Simple mode",48,0.00249385394119372,0.0539642110706616,0.96333619847818
"1KwFQU","U2EQkQ","Snoring","Dementia","Weighted mode",48,0.0276871122117903,0.0361977504511428,0.448163787153812
"id.exposure","id.outcome","outcome","exposure","method","Q","Q_df","Q_pval","I2"
"1KwFQU","U2EQkQ","Snoring","Dementia","MR Egger",66.2735595343989,46,0.0266852636452802,30.5907207592736
"1KwFQU","U2EQkQ","Snoring","Dementia","Inverse variance weighted",68.8146262338534,47,0.0206714867236608,31.7005663297808
"id.exposure","id.outcome","outcome","exposure","egger_intercept","se","pval"
"1KwFQU","U2EQkQ","Snoring","Dementia",-0.00106941930391462,0.000805250901113962,0.190711414980615
