"sp_h2X","sp_h2Y","sp_tX","sp_tY","sp_axy","sp_ayx","sp_iXY"
0.0545618017690567,0.0531371179620831,0.465870693908073,0.276394737884402,-0.00023242489445003,0.0110243678963912,-0.00147604829187823
0.0545618017690567,0.0531371179620831,0.034605473629199,-0.324972432805225,0.0459044140483162,0.0667789528086019,0.0401706032359661
0.0545618017690567,0.0531371179620831,0.203043041634373,-0.162796202115715,0.0926795121933243,0.0476876362632198,-0.0423459863152666
0.0545618017690567,0.0531371179620831,0.00502334896009415,0.29731028736569,0.113704616408693,-0.0341184970051813,0.0140631938723536
0.0545618017690567,0.0531371179620831,0.459104741108604,-0.455399929080158,-0.0308763378580192,0.0575498451884073,-0.0444435027057616
0.0545618017690567,0.0531371179620831,0.0192938067484647,0.000115010188892484,-0.0160784270429143,-0.104815055389406,-0.02799635171912
0.0545618017690567,0.0531371179620831,0.0419942687731236,-0.490603175479919,0.0844980200006535,0.0888146556387824,-0.00782418051756304
0.0545618017690567,0.0531371179620831,0.222514661494642,-0.363697805907577,0.123375670909779,0.0914616977735592,0.0258111332447888
0.0545618017690567,0.0531371179620831,0.464267059229314,-0.200354011263698,0.0672579132205716,0.0706166274785233,-0.0276478397289602
0.0545618017690567,0.0531371179620831,0.495292317005806,-0.288703742204234,0.0306890535353592,0.0251588000855578,0.0010107209810676
0.0545618017690567,0.0531371179620831,0.491309065953828,-0.323804893065244,-0.0397371208109984,-0.0927038454045373,-0.0337251128491325
0.0545618017690567,0.0531371179620831,0.453503001132049,-0.214807707350701,-0.0433494593762884,-0.0232861141268926,-0.0326198759584068
0.0545618017690567,0.0531371179620831,0.324459240538999,-0.374261090764776,-0.0595270984620878,0.0482142826481891,0.0252662988051461
0.0545618017690567,0.0531371179620831,0.0351850285660475,-0.03267084620893,0.0664676668307653,0.0677607888295484,0.00116749973014611
0.0545618017690567,0.0531371179620831,0.363061186973937,0.278698897222057,-0.0586051105802039,0.0437750347829593,0.0282503483721675
0.0545618017690567,0.0531371179620831,0.026103523792699,-0.0766625269316137,0.0716977856307199,-0.0711311107561755,0.0222125793711902
0.0545618017690567,0.0531371179620831,0.244709250866435,-0.189060646807775,0.124327187025817,0.0262065872955305,-0.0439186810611127
0.0545618017690567,0.0531371179620831,0.0965343045536429,-0.0251461882144213,-0.00832635362642797,-0.0952355763935315,0.00918175777398663
0.0545618017690567,0.0531371179620831,0.121103084646165,-0.0147876110859215,-0.0071306466405371,-0.0301373619180935,0.0168482323780345
0.0545618017690567,0.0531371179620831,0.127735337358899,-0.413944058353081,0.0486880554537198,0.065202175959496,-0.0435106064288257
0.0545618017690567,0.0531371179620831,0.332042692229152,0.120452899020165,0.0557345330900422,0.0101534662242216,-0.0457034248255504
